Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Antigua and Barbuda,,,,,,,,,,,,,,,,,,-12.3876156628496,-2.50343250519646,-17.876791138604,-14.3040806092767,-22.1182470043923,-25.3088656719854,-4.99604453373648,0.287945387637902,-9.58808886155898,-40.7261836754071,-33.005184483202,-11.2977357381846,-18.6073650564112,-6.74367427875896,-6.41929556131353,-1.97691497411094,2.81320719461305,-1.0763701255451,-0.0898207434591251,-9.37951106617496,-6.96044447588523,-6.42574368264113,-7.88643971692914,-8.08031749731086,-7.10757414519039,-10.1188920471342,-11.3918392315776,-10.3401452117571,-16.7643290369298,-25.2027917355848,-29.3667368703184,-26.2155415645046,-13.7605423806494,-14.5474898838945,-10.3453829249712,-13.9023718926126,-17.3007972638727,0.266640583293098,2.21133702228783,-2.4547103781569,-8.03782818321102,-14.5498402128912,-7.10291894377115,-16.8930773255533,-16.6012485044734
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.11585376381357,-4.98737912967925,-3.24741899656865,-3.16814042540509,-2.97609287973074,-4.91406023794268,-5.0712226259382,-3.58942056776783,-2.73418285404936,-4.44890389220808,-5.59740342730537,-3.72423375276834,-2.10538199906076,-4.04525075142813,-6.26906085398024,-6.72068682864579,-6.23344820995209,-6.05939238310309,-7.50947574689242,-4.93743407695714,-5.26566803670784,-3.89290044442884,-3.17727201547723,-4.16854596722019,-3.25521488224471,-3.09366106972249,-4.21724048812831,-3.41356720058829,-2.68178771112688,-2.21327690645755,0.443748195898965,2.45061160094361,3.27403357619034
Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97187532050569,3.26926407858591,3.78972273088018,4.46683623183009,2.56465482326639,2.9245881097623,1.57498466679979,1.50022125840226,1.94778279886919,2.39275458217877,1.73679892329251,2.72121430646151,1.35425515622107,0.962500316206473,2.39207407212985,2.96322745235161,0.338674057939006
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.573894226263,-29.3162509917295,-23.1120637843143,-30.6884366040807,-13.0898591295595,-3.18185880757084,-0.906754298668071,-12.3218512263918,-27.7713665906388,-29.8283699690511,1.26316311439409,17.6695773383406,27.2883243190353,33.678544063861,22.9725301709198,28.4268313519369,25.9962274288622,21.491304729494,16.4927257167165,13.5675443544848,-0.41921363920559,-3.60045769447184,4.12219738291502,12.8437682914648,9.06062336554137,-0.533033518375378,15.1798784591908
Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,-3.59026812582895,-3.00942472812131,-8.41652238216762,-6.47258561238188,-1.03144329893231,-6.13410034398202,-2.85038738673383,-5.50382096415844,-2.99542008499923,-1.82525676729153,1.04416596056391,-4.60400356055959,0.630045184343134,-5.44160379280805,-2.61184612113877,-5.76258887448882,-4.18720201167941,-0.397990077144825,-3.04630146043229,-3.53655815425186,-0.510079105705359,-10.4870452917285,-8.20727628763793,-16.0907339212268,-9.04769295369931,-14.811120701341,-12.6836310733343,-11.1924149346487,-10.5412209400594,-14.6012123750915,-12.0245937125217,-12.8705551911646,-13.7663828089285,-13.6326257244187,,,
Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49803373016796,3.39723910068487,3.09695508992497,1.99655304871952,1.85028932301471,1.49569237465597,-0.831236474764241,1.81630166402495,1.52422295376228,-1.94312776528365,-0.0833647507311088,0.973367522908967,0.754863633619098,1.37632572493282,0.555977165115921,0.699770950800744,-0.873036413661141,0.0946707212475698,1.08565653730617,0.491007645091857
Benin,,,,,,,,,,,,,,,-5.27758651405042,-7.88628294719232,-9.28064262566191,-7.55459383219656,-9.72524025636972,-4.37113746687234,-2.5420576892276,-7.23139294704359,-29.7501244086821,-12.3059404856611,-5.42956701524047,-3.72498945939993,-3.95504625740743,-2.19467545561387,-6.51092368709819,-0.893468996044377,-0.925585973242121,-10.893080681888,-4.28904687368759,-2.58299689570664,0.660280512491468,-7.69564306864425,-1.7345747752923,-6.78725067575079,-5.39740012815666,-4.23217355623733,-2.2949880058643,-2.04549534438087,-3.7415290540359,-6.20555023038313,-4.66878828401201,-3.44376666647527,-3.0877869433114,-6.5462191416613,-5.49862158648408,-6.69033148367287,-5.56723414879971,-4.83328626910556,-5.17832684720293,-5.37925541834664,-6.66790663014034,-5.96409317114647,-2.99669454901549,-4.18078963717339,-4.54919534814523,-3.99948140523511,-1.75041319714608,-4.28499608885968
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.3243237629035,-8.30763550338497,-7.35321311031267,-10.2315802971156,-4.03746045951342,-1.79655617806592,-1.32772259832299,-1.29204156382971,-10.0082852595542,-7.16454903255908,-7.56751203493842,-6.07963853112562,-6.35349442811404,-4.18372523044735,-3.23792792605988,4.14435253698272,0.39141205028854
Bangladesh,,,,,,,,,,,,,,,,,-2.73115105375932,-2.91113742780808,-2.89047855609156,-2.67224064450434,-3.8710788966539,-5.0204218554513,-2.70261503542757,-0.26009532576288,-2.52446691018841,-2.04311325466852,-2.87122454357184,-0.975865069282383,-1.02651167386217,-3.82036362162865,-1.25927362344437,0.208651431216538,0.570158867838374,1.08321175697211,0.590988260289111,-2.17154889891301,-2.13490813503246,-0.59346471814869,-0.0703537046583936,-0.710651968609125,-0.573042663299641,-0.991687231894648,1.35086830489484,0.218816448007947,-0.428022753319864,-0.250193220827654,1.66538337953829,1.07621192542407,1.01077432985677,3.47014347494473,1.82904182016697,-0.125812447167656,1.93130081800403,1.37240298059038,0.437162722543549,1.3223490265586,0.35115632763181,-2.03741202170314,-2.20772734001452,-0.839468705942799,0.319006385797019,-3.7897536418571
Bulgaria,,,,,,,,,,,,,,,,,,,,,4.80865418169129,0.613990941117262,0.91510702099059,0.217343180857701,3.04064614519954,-0.792752329323553,-4.69646000732052,-2.56218639906053,-1.78223553987341,-3.49729150664996,-8.2880596423048,-0.702697126013265,-3.47712151394422,-10.146162596186,-0.327922374429224,-0.135909011450391,0.1277024459808,3.77253910275012,-0.411906801032309,-4.7854724770206,-5.31250572198478,-5.67312984059915,-1.94502236414041,-4.83403167503865,-6.38860450382791,-11.2054873346261,-17.0542879230011,-25.7400013675613,-21.7970535434469,-8.1815488456961,-1.90327697799706,0.472431189237335,-0.973502123305444,1.21597978254859,1.30904637643542,-0.24258597135673,2.89293279767267,3.35702457803432,0.842872493412208,1.83351077827032,-0.0444047236367915,-0.444535321435156
Bahrain,,,,,,,,,,,,,,,,,,,,,5.99961330881645,12.3859191985215,11.6727458728887,2.74850470682566,5.59073885536122,1.06328745175151,-2.25668728761872,-5.93539328331452,5.18640902234036,-4.997590693192,1.64738430583501,-13.0552514835513,-17.3981191222571,-6.52585299833368,-4.59061834120862,4.05818598494556,4.26795256796456,-0.489253689059146,-12.5718179532433,-0.55700415407957,9.16025901142396,2.51701963066081,-0.517337576539301,1.80990381150794,3.5861057173287,9.23180920590182,11.8210087744718,13.3758607441787,8.77793644624144,2.44123386880184,2.99484203003364,11.2846580406654,8.38385146306595,7.40553295824209,4.56231043254477,-2.42220700876041,-4.63105438374304,-4.50969925341916,-6.44033153143824,,,
"Bahamas, The",,,,,,,,,,,,,,,,,10.6058246379069,4.05329593267882,0.288322921672273,-3.76381788350431,-5.63918220624579,-9.80722046968104,-7.31166444909079,-5.8056325023084,-4.91401695164372,-0.116344211502745,0.930232558139535,-2.01915998596758,-2.35991341069591,-2.74983670803397,-1.15603284902085,-5.77919489836588,1.15149565776777,1.57373868046572,-1.29487572875115,-4.25488480606591,-7.29564976447769,-7.45535629686247,-14.5670708684925,-4.22180125379529,-7.8368767543246,-7.75394544009676,-4.76646866689712,-5.33827728918196,-3.39160866189818,-7.12305028440183,-13.8061914480317,-12.3851568041165,-11.6100892944233,-8.10442037435534,-8.0632166374795,-11.9472714724764,-14.0366811249475,-14.1432764039838,-16.8688828018892,-10.1431081264266,-6.00599531532308,-12.7423289626648,-8.74326832293749,-2.6187080933691,-24.4690847994834,-23.1252375819027
Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.38319150019889,-10.6990128527463,-7.10726208300325,-12.8057918827329,-17.6950037342257,-19.1920313732262,-16.1389972167377,-16.4341607052072,-7.75852516971095,-9.19040829722826,-13.8328412831158,-6.44524823034707,-6.00030146132533,-9.47895015576812,-8.62589353543223,-5.32603546420903,-7.35101299104181,-5.09529233710606,-4.75523151165443,-4.84387016715352,-3.27873635442527,-2.63292790783145,-3.30118027133534,-2.3876680370353
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.67182741116751,-2.97213555892767,-3.2799728013311,-3.49600446207497,-6.08136433770411,-6.67782915883964,-1.59575083342586,-3.60449996573168,-4.28011087042602,-2.23170099050055,-2.55836514899576,-5.14985257582244,1.51816263518737,-3.75571864710409,-6.65342977379785,-8.16049334775654,-12.0544690632009,-14.4701845179502,-8.1811542905499,-2.83504162674369,-10.0192002695737,-6.63297207830251,-3.24348350864049,-3.37743133682293,-1.74028732403957,0.0381467907458898,-1.93418230696323,-0.290690444226254,3.16295664353548
Belize,,,,,,,,,,,,,,,,,,,,,,,,,-2.47222306925923,4.25594465493274,5.15890461146492,3.34421319035966,-0.812263021578108,-5.16072906869019,2.79344858962693,-4.30717863105175,-4.1240086517664,-6.45805592543276,-5.19209332469216,-2.10708613317043,-0.780387551379918,-3.67857142857143,-6.54786652078775,-7.46585588564103,-14.4777409582213,-16.3684660157983,-13.4082665624805,-14.1977259679295,-11.1496042455005,-10.346983273965,-1.60556493341384,-3.07134416015558,-8.37925068910041,-4.92940960954552,-2.6308117939646,-1.09639286285,-1.74004833701497,-3.57655764932753,-6.35460351719523,-7.90479748261674,-7.23738337063259,-6.9131684314832,-6.5137969771114,-7.64103888614165,-6.14998977111625,-6.5195393674163
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3839518229167,17.9705408140267,12.990617442482,8.73439268120007,10.4899591972884,13.7436914712344,14.5337206234213,13.0015680806387,12.7467918685619,14.1692141819505,12.2608303872275,13.1637987135115,12.3021020474022,11.2979726598327,12.3977262345857,13.9280133809046
Bolivia,,,,,,,,,,,,,,,,,-1.95828379095249,-3.65305430389743,-8.82066301428154,-8.9791709344862,-0.141047211112506,-7.93747719106023,-3.10370620296164,-2.59714046208752,-2.88207361635398,-5.30565968990401,-9.81626059974111,-9.94113018658755,-6.62073615966237,-5.72733715631041,-4.08621725497179,-4.91458945526724,-9.45978187704682,-8.81479519253495,-1.50804727162534,-4.50469199962628,-5.13305006775406,-6.9836336593158,-7.83873409773834,-5.8901090291748,-5.31501016028635,-3.36559915541365,-4.45175564078362,0.935306548714996,3.84682632206803,6.51831704806742,11.5044303537293,12.1282311544585,11.950703260117,4.6916976138782,4.44662628215071,2.24180689361633,7.2736779094105,3.4377206274777,1.71604883648801,-5.86726594436738,-5.61927215827459,-5.06081178823831,-4.28165522079254,-3.34046725209088,-0.0711176353653558,2.10878650021265
Brazil,,,,,,,,,,,,,,,,-5.39304045242405,-4.25673743516852,-2.86315218930506,-3.49313325979003,-4.75110025614202,-5.40495023928538,-4.55942175163155,-6.01406236239061,-3.60335647458237,0.017521506074345,-0.158979154579847,-2.46017864558822,-0.611322129352836,1.60577320696924,0.288737392069463,-0.978435952386691,-0.423222688518064,1.85533923420663,0.0054304179361759,-0.219464439580805,-2.35736569352814,-2.73368737119508,-3.63826178038219,-4.05145702423891,-4.46660492619081,-4.04774157209449,-4.44472599756602,-1.84528239558337,0.392880375262011,1.33862195296962,1.30989004641629,0.972698449580345,-0.197101212650809,-2.09937562694444,-1.75933323536582,-3.92588579030035,-3.19456293739088,-3.75947578772492,-3.57423903102812,-4.49892215590279,-3.51838743759328,-1.70013764532171,-1.2278803999867,-2.85839633548756,-3.63116463314431,-1.94728231869333,-2.88118854463254
Barbados,,,,,,,,,,,,,,,-18.4936386768422,-11.480033391045,-16.0272226102425,-9.58699381448163,-4.27708617531062,-6.28381057145856,-6.03004731335953,-11.8506944801428,-6.85036236223836,-7.09104607602574,-2.43451568198597,-0.374449432098751,2.60914725839359,-0.44886049218889,3.06423293681097,1.44605519225487,-0.354355356419998,-0.964043429645234,7.46893059258753,4.12217800577057,6.232814693169,0.0422416324366867,5.95962010341529,-3.20811236581199,-3.76918641701839,-4.48134518357529,-3.33993473383023,-3.64191735837973,-4.66106017866377,-5.86397699078632,-12.6937325840461,-12.9792521453765,-10.4890493132437,-7.43197844361504,-9.02650176853216,-8.5329195629507,-6.01230223303945,-3.72740896421535,-9.72858667431199,-5.39816109201154,-13.7460648760611,-2.08971226904119,-9.36080957857539,-5.94982470278495,,,,
Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8381594348847,30.0462831993621,37.8825205941001,36.6115330751906,42.3088889783222,45.5892584015209,39.4227440214599,48.2099198431507,37.0597078901685,36.5949373128642,34.7096739406741,29.8391069729159,20.8813553629782,30.7082045349756,16.6789167866156,12.8932404838903,16.3623037966033,6.92800492802769,6.63546261136057,4.27886531826102,11.2102346269364
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.33173012562319,7.27015746631459,-9.16163626875784,-5.34359036065321,-20.8720232714351,-29.6108420412992,-21.1666057599548,-26.8868964731216,-25.7083728120566,-27.367068697296,-28.841979831723,-22.0546679988431,-19.5414640907017,-19.7503665529412,-16.3923587102138,-12.6610795061487
Botswana,,,,,,,,,,,,,,,,-10.0132214496625,-5.47162672195793,-5.97004272199601,-19.5735697107911,-7.3929356441093,-14.2376112904952,-28.2791718718902,-14.2486640869424,-6.73468605032933,-4.73613898473428,7.35060852063564,7.80294243499899,31.9798253249924,7.33285958894355,15.95073618827,-0.509059523255192,7.68325599444933,4.76794496293621,10.2626921846231,5.20341696081019,6.33433989350048,10.2099836167102,14.370537939642,3.54256764525241,10.6386901803626,9.4180495224013,10.8425100137362,4.84208146738659,9.54244888755722,3.53678323332071,16.1057108456087,19.6647760227163,15.6550615013405,1.39346729598957,-6.40590201246675,-5.88838058778228,-0.872980562145267,-5.90197335902941,4.53072716796828,11.0750516200928,2.22618463381004,7.97302793837724,5.5857999612549,0.392947312137254,-6.9174535587553,-8.65364482050915,-0.697578794212865
Central African Republic,,,,,,,,,,,,,,,,,,-3.72453991872413,-3.7646803476167,-2.27681540142018,-5.40142668043098,-0.601662193168021,-5.69851666022719,-4.44979466232441,-5.243846276522,-5.62130070554775,-7.70920025249234,-6.11390207811198,-2.73605661180773,-2.70887010682534,-6.18666473665082,-4.48468332510769,-5.88243162386596,-1.01269535614949,-2.89900462723418,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,-2.93410062327002,-2.70156288880975,-2.5588377993532,-1.868780624939,-0.918917885087005,-3.04099352440989,-2.58415089618873,-1.94749353730474,-1.36536703524562,-2.45829156334324,0.561721844195597,-1.04621702307612,-2.12614834403952,-1.56584841977105,-2.84911022471877,-4.7150714260729,-3.69772091229783,-3.30919483822832,-3.74519448343583,-3.44947839929512,-2.22309097638056,-4.09262045514918,0.57303017143079,-0.740760642789129,-0.38652902845197,-1.60077143740477,-3.00748482693253,-3.17903576621386,-3.01270207598342,-3.93165356183188,-3.41108399691507,-3.74794482163497,-3.66634769111169,-3.87285895730841,-2.40547749674408,-0.837893543964206,0.386298807019607,-1.37185670536611,-1.41951307916318,0.124607299622237,2.48322832733606,2.13236979231819,1.64503032397307,1.16498813828327,2.26315076447856,1.86965618692434,1.36365624553912,0.752359497275174,0.204634001322009,-2.96628242314574,-3.59618567149688,-2.77400602599856,-3.53224767688726,-3.14687545091254,-2.31892137730875,-3.51398716666025,-3.093111446907,-2.8034274767599,-2.38507161087906,-1.9536187370369,-2.14979774816767,-0.274006304218644
Central Europe and the Baltics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,-0.163955235432737,3.05037592304935,2.2009180779875,1.05631998651972,5.60641434066948,5.43672179198093,2.9232255326155,3.15319227794831,4.10053891643164,3.4957108072315,2.30416679097883,3.54569531654708,4.77655904971081,6.19880976982837,5.5509567592977,5.86746774422011,5.85583867296394,8.58808810990502,8.30236609471629,9.49505631733893,10.4896486650384,6.66587516742399,6.87242292195402,10.7918219160821,12.4877463639826,11.3636475223038,12.4839417017603,8.32040652761972,1.32644180255959,5.84995064151751,13.0332803465038,6.21119893660374,8.8773281834645,9.60676890706284,6.86697602914757,8.87897961536886,7.27641251378068,5.34410987370175,5.04991825776315,4.27046352284521,1.49567789185556,7.38900241894675
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,,,,,,,,,,,,,,,,-6.428575535824,1.43106816609129,-3.94617349975573,-6.80428086731538,-5.4532036507624,-6.78795913415298,-13.7149137241856,-9.09740865323303,-5.48733659260825,-10.7580432856309,-7.98163671396764,-6.30690234000097,-3.30211879472883,-0.88862503072682,-2.31167529436374,-1.46346452174236,-0.258227917658033,-2.08183182659236,-5.17711011664487,-2.78379904683353,-1.83751390322137,-3.92322802708314,-4.26949582969332,-4.77884737719138,0.131406297982495,-1.14700034952076,-1.5382729804013,-0.825203460951746,-0.290420313163308,2.84739430013496,1.49174322427829,4.5529264424736,4.30154777915121,-3.72837432964262,1.87851797724852,1.41350165703414,-2.72006461993477,-5.32547788642151,-4.7787452400475,-3.46237787415203,-2.73454607539418,-2.62114359724409,-2.75569753079757,-4.49058026952542,-5.20684274120205,-1.69491048577726,-6.40480715940177
China,,,,,,,,,,,,,,,,,,,,,,,2.76659432624214,1.83799028436738,0.7809298892012,-3.68899568389975,-2.33875662783206,0.109900989377698,-1.21721011703892,-1.24134462142706,3.3245772317122,3.46189976557133,1.49935919653793,-2.61034032424978,1.22411802410261,0.220324638314351,0.838556008748969,3.84389018852671,3.05837530758482,1.93007794733077,1.69384860066437,1.29916795722937,2.4087584656332,2.59301902752458,3.52576604119722,5.79092164974088,8.42412573805547,9.9478473882404,9.15412298642073,4.7681443712966,3.90675188824306,1.80224802144074,2.52444844780064,1.54856488042968,2.25328104776423,2.64901605515617,1.70330566790774,1.53265517365552,0.173668413412058,0.720660549137678,1.69418007065525,1.78921771605303
Cote d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165122868239054,1.89621797972894,-0.484088661472166,1.33044243433811,4.79271733265277,1.33095280329886,7.26612721704085,-0.882958509129903,-1.48012270582546,1.04562407321909,-0.43953834631498,-0.863712222196726,-2.03359010054676,-3.93801716611502,-2.30413507049038,-3.21817843200192,-4.10334887415624
Cameroon,,,,,,,,,,,,,,,,,,-2.721898127105,-3.99667743994374,-2.12332479352334,-6.67311355314432,-7.28598664334302,-5.83461063910094,-5.9948593658896,-2.31017228002274,-6.57147092236,-3.81060825649526,-6.8410728794655,-3.48526310701371,-2.63243289113248,-4.4759605866713,-2.83515943972086,-3.03007545764324,-3.16559011693032,-0.629820268829659,0.827012517671517,-2.58405786847284,-5.39597122756117,-1.33456249338262,-4.40566871571133,-2.06689783090554,-3.17394472247639,-3.53790552321345,-3.74372931241875,-2.21065046795335,-2.54005839557987,0.92546006115352,1.19555207521839,-1.62929150472019,-4.02097091666823,-3.1160232743486,-2.44588497816635,-3.17006013599456,-3.34459974297458,-3.85300296484829,-3.64384591256434,-3.06806021884419,-2.63102822608747,-3.52564156128635,-4.27282315036325,-3.70931264429783,-3.9592093216977
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.24794599003715,0.330752301339338,3.14869892285605,-0.763068847417733,-6.02250920862764,-10.0784949239754,-4.95593928270912,-4.3010010758846,-9.51293594120967,-4.79716159124453,-3.91310448842871,-4.05053893764312,-3.26525011803012,-3.51562857731841,-3.27031365259995,-2.15968239231659,-1.06124063474686
"Congo, Rep.",,,,,,,,,,,,,,,,,,,-20.5516893595563,-8.28823529411765,-9.76997780244176,-23.1101971590015,-15.3447405498754,-19.1156156156156,9.58226395409494,-7.46302018953439,-32.4832377793836,-9.69133909004213,-20.1330804248862,-3.55503079791132,-8.9763779527559,-16.9376870040328,-10.7934054611025,-20.5893961320879,-44.8409951545259,-29.5463927286499,-25.616988535816,-6.70967028103565,-12.3421441613773,-9.79852342510176,20.1289422028353,-1.01723381300298,-1.14076673869836,14.8882757332066,14.5085095765921,10.4641151603249,1.53894337677667,-24.0002245892606,7.4617037444283,-14.1030529187859,6.85413619496069,13.2423465625309,13.6849076198709,10.7855799599963,3.79491284432574,-38.9442431891668,-35.1882970358986,,,12.8025941938685,13.7423462100592,
Colombia,,,,,,,,,-2.75157957611839,-2.71310459329494,-4.07037132441791,-5.80516961648985,-2.20528657497706,-0.530673745745332,-2.84487209687521,-1.31065309013275,1.06157300599096,1.92814647073557,1.10960030654247,1.56777935756302,-0.616259809951686,-5.38979934729957,-7.83667082513291,-7.75371479733882,-3.66244628666198,-5.18421125306416,1.09608675129892,0.923754332301952,-0.550844053044885,-0.508344947661482,1.13284627622115,4.77635581102987,1.54179329402071,-3.1640347587015,-4.48814605215356,-4.88164425868751,-4.77689886981533,-5.39146862906034,-4.93441634428213,0.778526882820605,0.84636405175182,-1.05925691806111,-1.31600065973253,-0.96363518256867,-0.661544646287196,-1.3375596187999,-1.85066085172644,-2.98261673224775,-2.68275014107194,-1.90750719029004,-2.99515592020247,-2.90630758674054,-3.13813155693454,-3.23596076307855,-5.20018741806698,-6.37253494936434,-4.45029925563229,-3.18206993169083,-4.20138344684897,-4.58285072000179,-3.45775568782886,-5.71797167913056
