Name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Bahamas, The",no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,6.3396879866558,6.4840636853704,6.7706536189575,7.4666702275796,6.4710497415373,6.237942633451,7.7354495606324,9.7363860409328,10.405292821066,12.04255278871,11.366847701604,10.847310436965,9.3569689669077,10.439910277315,11.601146510138,12.643749672701,12.307824877904,12.188978515323,12.324932964041,11.305586730524,11.831524167962,12.275737746635,13.223335967555,15.390097698372,17.877772319037,19.762782398568,20.379246781277,20.49839776475,20.231563514326,20.847557824246,20.030641059209,18.665644301064,18.710029719361,18.211669410277,18.818490287771,20.853542001221,21.399188363935,22.042568159898,22.77744506984,22.990841588111,25.455504978424,30.909271623842,33.692271282366,35.306421581353,36.449503817303,44.395722664958,46.171634757189,48.368321809091,51.246213821897,53.813886251959,60.93632764469,59.670276473139,87.463374128942,90.710287828168
Bahrain,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,0.27486921247665,0.30692117894919,0.53786023515816,1.0199647751139,2.2433166100038,2.2479082840557,7.1593312731713,6.6628766767535,6.9278452446625,7.1641682609442,7.2544555368713,6.2994041554592,11.045477393046,11.868452753699,15.126395516131,15.589706633444,7.5447135100855,6.9942208205719,6.7245866550116,6.1985202330213,5.8606117647667,14.198658754474,13.674529033526,15.382764188504,20.844987269281,25.716768271748,25.744556375297,26.07581342798,28.378579400164,32.451560304621,29.396313090027,24.193481410199,20.25152574217,16.34489590587,12.562766977753,21.362543063261,30.010560404791,32.801605543803,36.208105354384,43.937784280151,44.398344083092,66.176290465565,81.325704290718,88.129183026406,94.606964908109,101.63612143964,129.73444291683,128.50358339799
Bangladesh,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,8.8037389954998,13.606136866068,11.218068854186,17.642945822762,22.830208447673,21.888145980609,19.163276853853,16.30107654095,18.352369014025,21.694497560103,23.818864266455,21.946938344417,24.231002300436,27.952473456461,30.480934188094,29.980489725772,29.038025758628,31.483269871089,31.759251488526,33.137188772173,34.053849404386,35.48738359302,32.885564063018,31.031881914092,29.063874014858,31.118804956151,32.66724561088,31.195414073347,37.071302250127,38.900460237351,37.043650906371,36.584830799736,35.558062220052,35.331835896498,34.988674071916,33.869933229719,33.009655003778,29.622659777501,30.57269695866,30.236432156154,29.90203351191,29.44574040354,28.116561439722,27.8244317526,28.571665816306,29.596529806844,31.659119403456,34.177303304047,35.547351996983
Barbados,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,23.775354033988,22.786046232723,25.999667333585,30.977205717079,27.60134112735,21.557546743331,24.229948304945,29.084947008915,28.518153642511,26.218227555521,24.941469381756,26.955522600044,28.086722888206,28.96128516158,28.810403261934,31.643907771412,34.786110341685,36.955675609577,38.396239881951,36.372273880368,41.70364461969,43.034170728084,45.787195567515,46.910432372402,56.649553551546,58.875869992884,59.373642616399,60.405315245374,54.527137361389,54.181435873166,61.276772131704,67.770258826608,71.55587804559,72.155530882178,72.449111592811,75.215129337708,77.8189471971,77.899384340171,81.992164928826,100.37237169151,108.92048883978,112.34967142518,124.12232467674,135.29932199557,139.38986535496,147.91789080663,150.5996483848,159.12633617135,127.28112850213,119.60866326377,142.04313679349,141.87877563103
Belarus,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,31.527082927789,50.839941143289,10.348076092158,10.105260447641,15.657390076422,12.28604295208,10.261558838476,10.925434643062,10.524028488189,10.067429553594,8.6161990147933,7.9814980982566,8.4897439796716,11.102777252197,12.496512695768,21.428990937517,22.485132501651,46.911791957558,30.315991002466,30.836011531434,32.936960337318,46.914172324466,47.147875175094,47.214587104083,42.513820750051,37.604827654286,44.119346142954,38.768460090145
Belgium,64.992097490485,65.54648259528,69.455962168031,62.65846426933,63.318100922689,65.514567475446,62.899824531138,59.85710509448,60.801028500001,65.362321643668,66.431313952119,64.92774029383,63.172928830244,61.777985816971,59.76485111542,56.484329347081,53.364910478064,52.063454046759,52.625658551833,52.025648841185,48.299721014099,44.790393895095,45.090082546178,43.069606249497,40.781742072692,39.42655214531,40.235300330051,41.032485928702,43.953923759054,47.330025910982,52.432369132412,62.071758178924,72.554808041293,82.42937542893,87.842948954968,95.032380519687,100.07125138515,104.17480791466,105.6296325979,103.78114174247,104.236284821,106.79022278029,108.96866118776,115.49524564521,112.69869870606,116.60980944938,114.05023203509,111.36919258689,106.86687530091,103.87443975799,98.932427372297,98.156127641062,95.297066842327,89.333608344209,85.088605889091,83.855475314237,80.866120663938,77.203821674587,82.738484457358,86.494185694123,85.766646472435,88.467369563367,88.969767592413,89.611331704337,90.035582773372,88.826067549472,89.15005173396,86.983934389394,84.957541008192,82.923845767815,94.186087245912,90.706531938641
Belize,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,10.569752496835,13.066657369668,21.823505707679,22.921172111172,26.367241084496,31.78533914701,37.731058114136,45.570874100613,43.940879580771,53.198034942547,48.234500754486,43.435521586423,36.349225655771,33.60528027302,30.798585310322,31.931453835467,32.172309772763,31.784300997955,32.37584480329,36.71939053394,39.410618543931,40.712149149491,40.333549883113,43.682503172587,78.999652,51.418473543521,55.19284385364,69.36449279164,72.950803466276,75.158736791523,73.506325709563,68.918377803987,66.086544972127,70.753394113678,68.984419300748,66.843779662275,63.670674787786,62.729062333992,61.53566304316,64.872300101617,70.819848670804,78.207281811239,79.517916991435,79.013862366074,104.49114641241,82.209995118895
Benin,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,4.4841577580272,4.79419098557,3.8620346948143,5.7911778361689,6.9564393505009,9.6819611405604,11.205552048943,12.931899367097,13.359296649553,18.001808889192,18.105009174503,30.890769622719,45.696714841805,54.462285230352,48.506629311672,51.677775974769,47.182125253858,48.581230676457,47.165101112795,50.327737386935,45.271476764623,44.031655260976,41.795413345898,41.876363574494,64.607327429433,48.253134303614,43.431141318244,42.941272207889,41.570580822503,39.408922248123,39.591941137866,37.986511179043,30.768041757581,23.38085204229,21.50953025393,26.978138976202,8.3661222980857,14.285903708878,18.306655524937,18.747680497192,20.9997650919,21.860410541195,19.540206385867,18.503745998756,22.28207466242,30.900229829608,35.923349756934,39.598463159297,41.080350699003,41.229642352025,46.142076683369,49.937150020194
Bhutan,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,1.8737120211797,2.6767170608227,5.0477581245509,11.43120274296,15.970904310179,18.573968657802,26.51083449894,28.411227633999,29.491037021414,35.991693882099,38.240769507794,40.41432480895,42.390509745801,37.260338773047,38.43957282074,35.712779673114,39.420467485705,42.482704451455,47.681680452212,56.694907948165,62.494930381145,74.661383969681,81.974114515663,85.062055410644,87.279370883995,72.347212100022,65.021117272146,65.683355371232,60.97121983507,69.111308956222,79.339572370975,96.821834439065,98.833643774767,98.56570322586,112.36905963186,111.72413770896,113.37134635765,106.48951768676,130.89359598994,132.41881658883
Bolivia,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,69.243776675574,62.914922329291,73.596946201978,77.49890430249,50.558338640318,53.539167628389,64.795150707015,76.48533530086,76.378926987193,84.835784997635,91.975686170198,111.78990078898,144.25543838301,150.59480099433,160.20649130133,192.10068777926,140.04398694629,135.89928405565,118.01439549385,100.03178918296,104.8548415767,94.622200696375,94.109235638412,85.404661733707,89.045714137926,83.042025815102,73.551861918456,65.551182289115,62.216908525509,62.495918949007,63.716064353065,71.71463954442,76.340140282837,84.229012856252,78.541206578589,72.965764138637,48.950970379797,37.11335080592,33.944361912824,36.23374567555,34.407331973986,30.223497821197,29.087929519666,28.298954149972,27.742438118205,29.506448096682,31.155126490255,32.872792315488,35.315718970263,40.20495998725,57.827804668823,62.734143147516
Bosnia and Herzegovina,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,54.397340598981,56.038876130509,34.686286026726,35.230081461111,31.19818361254,27.635188326397,25.486587813,25.51515236927,21.245320473763,18.70922553869,30.885398708916,35.066603140468,40.805369681081,39.550106502743,42.207380267729,42.499065856728,45.858714469661,45.531113242486,44.081496766509,37.946812324255,34.271053751284,32.525855727672,36.532840812358,35.432595116029
Botswana,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,43.376030517267,43.423059521832,40.242438988287,40.193960563849,43.180491901032,40.127315594877,20.715145793625,13.364106057068,12.570897769612,15.622256393086,18.451619609615,18.545856819437,21.823193914841,30.759022909226,26.663112577211,22.714486923497,17.161548988197,15.877593525822,14.401977584704,15.934948973853,15.274190949169,16.584527487264,16.205952019214,14.712331325767,12.59915441578,10.671498253287,11.982947184134,9.6789474582979,8.3651587040035,7.6064778445838,8.5452675201221,7.2890112735104,11.328196024351,7.7386925877635,6.322660261753,6.1226728738157,7.7720411726461,19.252223864561,21.886297048265,21.074362283774,20.623284304737,19.01643969424,18.327238711938,19.084696610079,16.41093759069,14.685038205306,14.98069412406,16.276156735455,19.70632971823,20.157496385826
Brazil,8.9678570636368,6.8686004489839,5.5413824506518,13.948943565487,14.682076548296,17.035886971559,34.547707433059,22.064787619216,30.609534888871,23.991267933753,22.266282814333,25.646557559751,23.649385122012,20.398065566356,22.171346882442,21.896205050834,17.354283494048,16.342959426731,17.351877018372,18.430530252158,18.244031869277,20.100594666513,26.478107670106,21.064147055984,21.185506816425,23.983085258805,26.082983093204,28.736147766131,32.426912659494,30.7568019018,48.145462984199,53.716151288888,52.236152470898,47.908498420036,91.019404897883,58.862236135174,56.279179901575,107.65568048216,75.649640306515,33.802209403039,50.002665029188,60.307100090608,98.414333590288,77.026471383962,39.499850321474,33.390597788991,40.228735054421,42.482920648144,54.424386949347,64.583265678349,62.645676089112,66.265559250443,74.976546266869,70.573579153138,67.073004575294,66.262308872133,63.952416165948,62.451684749347,60.65601611597,63.807696491362,61.318780461148,59.34165830146,59.849477565407,57.228409380258,58.45728122141,67.537565291882,73.418803809676,78.608901447644,80.359359314565,82.683081478914,92.67074128201,87.748232503181
Brunei Darussalam,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,2.631981804006,1.7688909632207,0.8872035253686,0.36708532284327,0.2871382497419,0.59420398643553,0.68450227820248,0.94239952903772,1.1099420183688,1.1129065051525,2.1285178477938,2.1006373333669,2.2085992969836,3.2312275904456,2.95308686122,3.0048788040217,2.8254662951475,2.585699022436,2.5752399484789,2.8567223669652,2.5140755027962
Bulgaria,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,3.9,6.7,10.3,14.9,22,27,29.4,39.6,48,57.1,115.2,145.95946252236,233.26698379783,138.8087029526,84.049373295462,113.84216927071,88.374957900345,65.136159040815,70.336427625572,70.72244311798,65.009608674538,52.485746570049,45.192124927647,37.127525912594,28.470015679355,26.05155278173,23.132640309758,17.680711655882,19.443997479416,19.866487511358,18.975397588539,20.414343904879,20.895940386533,31.227954264834,29.645798785945,33.636023427115,29.587737806697,26.599006516585,24.58407098713,30.127545271849,32.851500670654
Burkina Faso,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,2.2331957908256,2.4564949305298,2.5071585224521,3.368283480798,4.7966560056751,6.5271897016598,9.6793468879277,11.076826703813,13.211384160668,14.196449093108,14.489114333253,17.068110254647,19.581363741363,23.953632709295,27.217083406457,28.494335337669,27.58093442679,30.685050837163,28.829734178727,25.541247781897,25.601212937062,28.732834051803,29.589873581436,33.592028147679,55.119091698631,48.933324043542,45.845271824144,48.371047425733,47.682958726951,46.442959283362,47.479992649552,46.627029621494,43.286941945784,39.673686910507,40.740452989043,39.214346303648,20.088439961947,22.814501949606,23.030984877825,25.871200796043,27.763865389481,22.465936833909,23.221972026854,23.784600332732,24.877881882946,31.112331090244,33.429417634379,33.33523077349,37.805634044555,42.538955382212,46.369799514576,52.3690856244
Burundi,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,4.6766429741393,6.3438928249408,7.2539127583874,8.975303611256,10.386949671034,9.5103659773636,8.4688034299602,6.9271198787026,7.5500097163853,7.828947366465,7.278933174822,8.8638597424433,10.289895552946,12.407711436363,17.341721811248,22.188781058051,19.211775122923,22.685379042657,27.186447418674,37.011103158199,44.28545796322,47.686279229329,54.810623976781,74.867571163342,81.841977213646,83.452747483283,84.040816809732,84.350585668865,93.458499456459,111.9716977093,119.62528217617,117.12096705959,139.39729838763,122.80045921719,138.8675383603,140.64546923468,136.42511263317,127.38666821657,159.08831200243,171.96925903371,172.73833599619,136.98011885017,130.25485052294,129.61324563072,102.51523319493,25.69016304384,46.911653246244,42.705709625251,41.430491719948,37.857602209011,37.970668784393,39.925975033306,46.1190152423,46.902245700643,52.970868532438,59.987766458943,65.965215548524,66.564673740583
Cabo Verde,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,32.973277918918,44.175314774923,53.139859160252,58.343651582269,68.658222927264,54.976713,45.295789,45.245823,42.394425,38.664399,45.496497,61.269998,57.008,73.386341,74.265484,85.739682,89.51396933576,82.227784275871,69.967778256067,82.636759116276,79.91384199741,82.548421524612,81.358894707512,83.744572527364,85.338578611195,77.726919550138,64.980957627489,63.01368818024,64.141831299108,72.545521366606,78.497220512989,91.092430905483,102.48987736719,115.92351764373,126.64855886547,128.36478244701,127.2168690317,114.59005852666,113.97957836874,145.12645014342,142.29811567706
Cameroon,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,10.674352042426,13.810560721586,12.565104051134,12.742081353463,12.502737382554,14.63738468119,18.284373346259,25.957973962729,27.861506640066,28.63973044868,26.919277084177,24.237048209176,24.11158896838,24.127386795484,21.693110574147,23.734565552488,24.418981654325,24.932473027553,26.206001435971,34.70354089777,40.969986309879,43.460042143921,53.705945157654,53.470004815327,90.259471239813,106.48927816478,94.219735564137,no data,67.759006050709,68.370093800649,75.881285110893,62.181784769684,56.600056529472,51.520638227279,51.728419305229,43.84327308569,18.353766888669,13.804403735763,11.153022655047,11.255649443559,13.989144012801,15.046996925619,14.874130431704,17.471505478297,20.707187956389,25.825967046111,26.179821699567,29.708957431579,33.197724539415,36.276555733774,39.394050270473,41.02428182958
Canada,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,51.030552076848,55.908107037461,59.062324271055,62.498912369802,63.084679761406,64.186570565197,64.515825147645,61.482083433488,58.709497016633,52.917026729118,46.190434429616,46.009193188897,42.916777666638,40.47724361963,36.570387301036,36.14466899739,33.699829747883,29.826242773321,34.813019110571,42.658149063153,43.271982559926,44.226163332418,45.349909506398,41.578039024375,39.851060054198,42.458430066503,41.639319982128,39.255297829015,36.155299853512,35.723235555494,59.445550135855,55.548349082619
Central African Republic,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,20.267714590797,20.382720831811,20.533689179513,24.718758238448,26.615187666945,25.136174015625,25.38360951678,26.49299932198,24.295677161239,20.358664371514,30.896479598799,35.061073032334,36.41551999318,40.364877644014,42.054947218052,38.926428845627,40.964009977073,48.811139540274,48.756173091983,50.887760967998,44.566274509037,55.776127860582,57.416969179458,68.220388579359,103.44408567448,83.828781063132,92.986684720568,88.462827937624,85.321398734903,84.161825093393,94.679123741002,103.11494936512,98.518256018085,95.886290375751,99.723518468342,102.96240651907,46.749964238847,47.850796417459,35.765994440155,20.300304299836,19.883381103996,19.686290661714,31.532794771376,51.78958752459,62.239950923879,59.790414103328,53.887300203912,50.274732731359,50.045782988705,47.146882726535,43.421945613848,47.613006776836
Chad,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,14.100162982052,15.743066662795,11.318838939592,12.251058456349,16.390840275577,21.494620039707,24.463783485842,29.900729955973,32.609357085483,41.705328663538,40.81999607848,30.893945316108,27.019294781411,26.499705088689,22.45225870379,20.700147067769,20.635891446024,24.03867520251,23.754461111209,25.496704813713,27.788922372151,33.750775807231,38.431211589329,48.451169695798,57.113195908083,53.348583201332,52.555769370631,53.597816559953,45.011345844836,57.96643346852,67.984918435,56.448863104534,54.432,44.656,32.635,28.483974103956,26.165426918817,22.069533138579,20.098645246993,31.525455866496,30.050703287594,30.565808559713,28.764681637881,30.630878794926,38.237772937669,42.527411746942,50.046811128051,48.69468715332,48.407307905255,52.326831134399,54.217773244666,55.955984721972
Chile,9.1905387156454,8.0377606463391,8.5429862685468,6.914367403357,5.5390952681595,5.0371990693938,7.2091319428192,9.2335515292886,8.9622170217929,9.5386777424169,6.9695742109869,7.9112655859669,6.939288561469,9.1666617341668,9.5383764626204,12.509040254129,12.520207396222,14.784129770959,17.72941575913,21.32671791841,26.146612556683,19.884674077022,9.9951610936493,10.99844284146,18.694702697275,28.1701491749,19.408534793002,16.436644062802,25.787542165251,23.073819434031,17.268294353525,13.924267897967,20.176660203125,45.188703641861,56.240422873687,79.235468029832,87.792001108893,81.043852253518,70.675271912851,51.54639375827,49.916023833909,43.957944542898,35.872910029075,32.34878312139,28.860471797611,22.154582794004,16.812649300282,14.340026688176,14.601580171601,15.986155681547,15.503774351414,14.352032084545,15.048229095344,12.573375816326,10.313227363144,7.0379108753986,5.0201112089067,3.9018898166812,4.9197661266723,5.8528894872809,8.6155270453963,11.133152460776,11.940979421426,12.781727709809,15.019553141159,17.375144434621,21.108660797295,23.666656008252,25.822760517471,28.298280943299,32.600110925735,36.291466183073
